"","city_no","walk_no","reward","H","B","A","v","subjID","mean","sd","best_leaf","best_reward","worst_leaf","worst_reward","step_reward","perc_reward","regret","step_regret","perc_regret","score","zreward"
"29",2,14,43,2,3,1,3,"A1OZPLHNIU1519",39.6666666666667,4.50924975282289,2,44,3,35,43,0.769230769230767,1,1,0.230769230769233,0.888888888888889,0.739221270954566
"30",2,15,44,2,3,1,3,"A1OZPLHNIU1519",39.6666666666667,4.50924975282289,2,44,3,35,44,1,0,0,0,1,0.960987652240938
"31",3,1,54,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,54,-1.05405405405405,38,38,2.05405405405405,0,-0.745328769358792
"32",3,2,94,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,94,1.10810810810811,-2,-2,-0.108108108108108,1,0.783550757531038
"33",3,3,97,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,97,1.27027027027027,-5,-5,-0.27027027027027,1,0.898216722047775
"34",3,4,89,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,89,0.837837837837838,3,3,0.162162162162162,0.918918918918919,0.592440816669809
"35",3,5,93,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,93,1.05405405405405,-1,-1,-0.0540540540540539,1,0.745328769358792
"36",3,6,92,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,92,1,0,0,0,1,0.707106781186546
"37",3,7,93,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,93,1.05405405405405,-1,-1,-0.0540540540540539,1,0.745328769358792
"38",3,8,94,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,94,1.10810810810811,-2,-2,-0.108108108108108,1,0.783550757531038
"39",3,9,95,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,95,1.16216216216216,-3,-3,-0.162162162162162,1,0.821772745703284
"40",3,10,92,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,92,1,0,0,0,1,0.707106781186546
"41",3,11,92,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,92,1,0,0,0,1,0.707106781186546
"42",3,12,95,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,95,1.16216216216216,-3,-3,-0.162162162162162,1,0.821772745703284
"43",3,13,90,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,90,0.891891891891892,2,2,0.108108108108108,0.945945945945946,0.630662804842055
"44",3,14,90,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,90,0.891891891891892,2,2,0.108108108108108,0.945945945945946,0.630662804842055
"45",3,15,89,2,2,0.5,7,"A1OZPLHNIU1519",73.5,26.1629509039023,2,92,3,55,89,0.837837837837838,3,3,0.162162162162162,0.918918918918919,0.592440816669809
"46",4,1,93,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,46.5,-0.309090909090911,24,12,1.30909090909091,0.454545454545455,-0.366354637506636
"47",4,2,112,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,56,0.727272727272727,5,2.5,0.272727272727273,0.886363636363636,0.862010911780314
"48",4,3,96,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,48,-0.145454545454548,21,10.5,1.14545454545455,0.522727272727273,-0.172402182356065
"49",4,4,98,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,49,-0.0363636363636382,19,9.5,1.03636363636364,0.568181818181818,-0.0431005455890179
"50",4,5,114,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,57,0.836363636363636,3,1.5,0.163636363636364,0.931818181818182,0.991312548547361
"51",4,6,113,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,56.5,0.781818181818181,4,2,0.218181818181819,0.909090909090909,0.926661730163837
"52",4,7,114,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,57,0.836363636363636,3,1.5,0.163636363636364,0.931818181818182,0.991312548547361
"53",4,8,118,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,59,1.05454545454545,-1,-0.5,-0.0545454545454547,1,1.24991582208146
"54",4,9,117,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,58.5,1,0,0,0,1,1.18526500369793
"55",4,10,117,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,58.5,1,0,0,0,1,1.18526500369793
"56",4,11,121,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,60.5,1.21818181818182,-4,-2,-0.218181818181818,1,1.44386827723203
"57",4,12,114,3,3,0.5,5,"A1OZPLHNIU1519",98.6666666666667,15.467708298258,7,117,13,73,57,0.836363636363636,3,1.5,0.163636363636364,0.931818181818182,0.991312548547361
